Outlet_ID,Outlet_Name,Employees_First_Month,Turnover_First_Month,Employees_Latest_Month,Turnover_Latest_Month,Employee_Change,Turnover_Change,Employee_Trend,Trend_Insight
OUT0383,Franchise Outlet 0383,18.0,8.14,18.0,11.97,0.0,3.83,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0384,Franchise Outlet 0384,21.0,9.82,21.0,9.36,0.0,-0.46,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0385,Franchise Outlet 0385,22.0,7.1,22.0,7.04,0.0,-0.06,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0386,Franchise Outlet 0386,18.0,9.78,18.0,9.05,0.0,-0.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0387,Franchise Outlet 0387,23.0,9.97,23.0,10.37,0.0,0.4,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0388,Franchise Outlet 0388,12.0,11.56,12.0,8.18,0.0,-3.38,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0389,Franchise Outlet 0389,13.0,7.04,13.0,11.67,0.0,4.63,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0390,Franchise Outlet 0390,21.0,6.49,21.0,4.67,0.0,-1.82,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0391,Franchise Outlet 0391,4.0,9.92,4.0,11.18,0.0,1.26,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0392,Franchise Outlet 0392,9.0,10.15,9.0,14.12,0.0,3.97,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0393,Franchise Outlet 0393,7.0,7.16,7.0,10.58,0.0,3.42,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0394,Franchise Outlet 0394,10.0,4.75,10.0,12.41,0.0,7.66,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0395,Franchise Outlet 0395,15.0,3.6,15.0,9.85,0.0,6.25,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0396,Franchise Outlet 0396,16.0,10.77,16.0,8.9,0.0,-1.87,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0397,Franchise Outlet 0397,15.0,11.11,15.0,10.92,0.0,-0.19,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0398,Franchise Outlet 0398,18.0,4.22,18.0,4.19,0.0,-0.03,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0399,Franchise Outlet 0399,19.0,13.65,19.0,8.35,0.0,-5.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0400,Franchise Outlet 0400,15.0,6.53,15.0,11.64,0.0,5.11,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0401,Franchise Outlet 0401,16.0,7.03,16.0,6.68,0.0,-0.35,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0402,Franchise Outlet 0402,16.0,8.19,16.0,9.95,0.0,1.76,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0403,Franchise Outlet 0403,17.0,8.78,17.0,10.67,0.0,1.89,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0404,Franchise Outlet 0404,28.0,10.53,28.0,12.06,0.0,1.53,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0405,Franchise Outlet 0405,21.0,7.25,21.0,8.9,0.0,1.65,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0406,Franchise Outlet 0406,18.0,8.26,18.0,8.71,0.0,0.45,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0407,Franchise Outlet 0407,20.0,10.64,20.0,6.77,0.0,-3.87,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0408,Franchise Outlet 0408,20.0,7.83,20.0,7.15,0.0,-0.68,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0409,Franchise Outlet 0409,20.0,4.39,20.0,9.11,0.0,4.72,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0410,Franchise Outlet 0410,13.0,6.25,13.0,12.91,0.0,6.66,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0411,Franchise Outlet 0411,22.0,7.09,22.0,5.06,0.0,-2.03,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0412,Franchise Outlet 0412,8.0,5.12,8.0,7.79,0.0,2.67,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0413,Franchise Outlet 0413,24.0,1.0,24.0,8.86,0.0,7.86,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0414,Franchise Outlet 0414,28.0,11.58,28.0,11.27,0.0,-0.31,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0415,Franchise Outlet 0415,16.0,9.07,16.0,8.98,0.0,-0.09,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0416,Franchise Outlet 0416,8.0,5.1,8.0,5.84,0.0,0.74,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0417,Franchise Outlet 0417,25.0,12.0,25.0,9.84,0.0,-2.16,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0418,Franchise Outlet 0418,14.0,8.43,14.0,10.14,0.0,1.71,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0419,Franchise Outlet 0419,18.0,7.72,18.0,1.0,0.0,-6.72,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0420,Franchise Outlet 0420,21.0,4.12,21.0,5.98,0.0,1.86,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0421,Franchise Outlet 0421,18.0,14.14,18.0,7.69,0.0,-6.45,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0422,Franchise Outlet 0422,13.0,6.69,13.0,5.79,0.0,-0.9,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0423,Franchise Outlet 0423,8.0,8.27,8.0,6.59,0.0,-1.68,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0424,Franchise Outlet 0424,28.0,10.18,28.0,10.18,0.0,0.0,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0425,Franchise Outlet 0425,13.0,15.21,13.0,9.72,0.0,-5.49,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0426,Franchise Outlet 0426,12.0,5.88,12.0,8.84,0.0,2.96,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0427,Franchise Outlet 0427,15.0,7.12,15.0,7.18,0.0,0.06,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0428,Franchise Outlet 0428,12.0,9.81,12.0,12.1,0.0,2.29,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0429,Franchise Outlet 0429,23.0,7.53,23.0,11.31,0.0,3.78,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0430,Franchise Outlet 0430,18.0,11.52,18.0,11.31,0.0,-0.21,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0431,Franchise Outlet 0431,11.0,12.16,11.0,10.25,0.0,-1.91,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0432,Franchise Outlet 0432,15.0,9.2,15.0,8.78,0.0,-0.42,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0433,Franchise Outlet 0433,17.0,9.89,17.0,6.85,0.0,-3.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0434,Franchise Outlet 0434,10.0,4.39,10.0,1.0,0.0,-3.39,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0435,Franchise Outlet 0435,27.0,8.34,27.0,3.41,0.0,-4.93,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0436,Franchise Outlet 0436,24.0,10.14,24.0,10.39,0.0,0.25,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0437,Franchise Outlet 0437,22.0,6.72,22.0,10.62,0.0,3.9,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0438,Franchise Outlet 0438,21.0,7.17,21.0,9.72,0.0,2.55,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0439,Franchise Outlet 0439,17.0,9.13,17.0,10.44,0.0,1.31,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0440,Franchise Outlet 0440,20.0,12.1,20.0,10.6,0.0,-1.5,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0441,Franchise Outlet 0441,15.0,3.2,15.0,5.59,0.0,2.39,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0442,Franchise Outlet 0442,17.0,9.3,17.0,14.07,0.0,4.77,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0443,Franchise Outlet 0443,26.0,13.54,26.0,13.19,0.0,-0.35,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0444,Franchise Outlet 0444,19.0,10.32,19.0,9.49,0.0,-0.83,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0445,Franchise Outlet 0445,22.0,7.44,22.0,5.1,0.0,-2.34,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0446,Franchise Outlet 0446,17.0,2.47,17.0,6.95,0.0,4.48,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0447,Franchise Outlet 0447,17.0,11.11,17.0,12.72,0.0,1.61,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0448,Franchise Outlet 0448,14.0,7.99,14.0,13.02,0.0,5.03,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0449,Franchise Outlet 0449,24.0,9.47,24.0,10.41,0.0,0.94,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0450,Franchise Outlet 0450,20.0,8.68,20.0,9.81,0.0,1.13,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0451,Franchise Outlet 0451,15.0,10.25,15.0,10.85,0.0,0.6,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0452,Franchise Outlet 0452,13.0,10.21,13.0,10.91,0.0,0.7,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0453,Franchise Outlet 0453,26.0,8.78,26.0,4.13,0.0,-4.65,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0454,Franchise Outlet 0454,11.0,7.16,11.0,10.12,0.0,2.96,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0455,Franchise Outlet 0455,14.0,5.21,14.0,3.35,0.0,-1.86,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0456,Franchise Outlet 0456,17.0,5.14,17.0,6.57,0.0,1.43,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0457,Franchise Outlet 0457,19.0,1.0,19.0,11.0,0.0,10.0,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0458,Franchise Outlet 0458,22.0,4.62,22.0,6.36,0.0,1.74,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0459,Franchise Outlet 0459,23.0,3.03,23.0,4.33,0.0,1.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0460,Franchise Outlet 0460,18.0,14.75,18.0,6.97,0.0,-7.78,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0461,Franchise Outlet 0461,15.0,5.84,15.0,11.75,0.0,5.91,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0462,Franchise Outlet 0462,20.0,16.56,20.0,4.46,0.0,-12.1,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0463,Franchise Outlet 0463,27.0,2.67,27.0,7.19,0.0,4.52,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0464,Franchise Outlet 0464,24.0,7.53,24.0,7.2,0.0,-0.33,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0465,Franchise Outlet 0465,24.0,8.43,24.0,11.44,0.0,3.01,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0466,Franchise Outlet 0466,16.0,17.29,16.0,8.41,0.0,-8.88,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0467,Franchise Outlet 0467,11.0,7.27,11.0,8.32,0.0,1.05,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0468,Franchise Outlet 0468,14.0,5.46,14.0,2.48,0.0,-2.98,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0469,Franchise Outlet 0469,26.0,6.99,26.0,9.43,0.0,2.44,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0470,Franchise Outlet 0470,13.0,13.15,13.0,9.27,0.0,-3.88,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0471,Franchise Outlet 0471,20.0,6.11,20.0,7.04,0.0,0.93,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0472,Franchise Outlet 0472,24.0,5.65,24.0,2.7,0.0,-2.95,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0473,Franchise Outlet 0473,16.0,3.26,16.0,1.0,0.0,-2.26,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0474,Franchise Outlet 0474,17.0,12.07,17.0,8.56,0.0,-3.51,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0475,Franchise Outlet 0475,10.0,15.56,10.0,10.02,0.0,-5.54,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0476,Franchise Outlet 0476,33.0,4.05,33.0,5.6,0.0,1.55,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0477,Franchise Outlet 0477,18.0,5.91,18.0,6.02,0.0,0.11,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0478,Franchise Outlet 0478,12.0,10.49,12.0,14.01,0.0,3.52,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0479,Franchise Outlet 0479,15.0,7.47,15.0,9.64,0.0,2.17,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0480,Franchise Outlet 0480,13.0,10.33,13.0,6.73,0.0,-3.6,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0481,Franchise Outlet 0481,24.0,6.51,24.0,7.74,0.0,1.23,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0482,Franchise Outlet 0482,22.0,9.48,22.0,8.83,0.0,-0.65,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0483,Franchise Outlet 0483,25.0,11.55,25.0,8.37,0.0,-3.18,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0484,Franchise Outlet 0484,17.0,7.32,17.0,8.59,0.0,1.27,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0485,Franchise Outlet 0485,16.0,9.79,16.0,5.59,0.0,-4.2,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0486,Franchise Outlet 0486,16.0,12.66,16.0,13.27,0.0,0.61,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0487,Franchise Outlet 0487,17.0,7.74,17.0,4.45,0.0,-3.29,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0488,Franchise Outlet 0488,14.0,7.95,14.0,6.38,0.0,-1.57,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0489,Franchise Outlet 0489,13.0,9.16,13.0,6.8,0.0,-2.36,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0490,Franchise Outlet 0490,21.0,2.02,21.0,5.3,0.0,3.28,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0491,Franchise Outlet 0491,25.0,9.34,25.0,10.04,0.0,0.7,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0492,Franchise Outlet 0492,16.0,3.29,16.0,7.95,0.0,4.66,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0493,Franchise Outlet 0493,19.0,6.14,19.0,6.88,0.0,0.74,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0494,Franchise Outlet 0494,13.0,12.63,13.0,6.96,0.0,-5.67,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0495,Franchise Outlet 0495,15.0,14.14,15.0,6.58,0.0,-7.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0496,Franchise Outlet 0496,17.0,5.7,17.0,4.9,0.0,-0.8,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0497,Franchise Outlet 0497,17.0,7.69,17.0,9.07,0.0,1.38,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0498,Franchise Outlet 0498,23.0,8.71,23.0,6.95,0.0,-1.76,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0499,Franchise Outlet 0499,17.0,4.11,17.0,5.73,0.0,1.62,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0500,Franchise Outlet 0500,23.0,7.72,23.0,3.98,0.0,-3.74,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0501,Franchise Outlet 0501,14.0,9.86,14.0,10.11,0.0,0.25,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0502,Franchise Outlet 0502,22.0,6.04,22.0,5.61,0.0,-0.43,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0503,Franchise Outlet 0503,22.0,7.1,22.0,8.18,0.0,1.08,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0504,Franchise Outlet 0504,15.0,5.9,15.0,10.32,0.0,4.42,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0505,Franchise Outlet 0505,17.0,6.75,17.0,9.93,0.0,3.18,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0506,Franchise Outlet 0506,26.0,6.09,26.0,9.19,0.0,3.1,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0507,Franchise Outlet 0507,18.0,8.17,18.0,7.05,0.0,-1.12,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0508,Franchise Outlet 0508,10.0,8.66,10.0,11.99,0.0,3.33,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0509,Franchise Outlet 0509,20.0,6.75,20.0,9.11,0.0,2.36,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0510,Franchise Outlet 0510,17.0,1.0,17.0,4.28,0.0,3.28,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0511,Franchise Outlet 0511,20.0,6.2,20.0,2.37,0.0,-3.83,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0512,Franchise Outlet 0512,19.0,12.03,19.0,7.97,0.0,-4.06,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0513,Franchise Outlet 0513,15.0,7.22,15.0,5.0,0.0,-2.22,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0514,Franchise Outlet 0514,24.0,5.35,24.0,7.89,0.0,2.54,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0515,Franchise Outlet 0515,18.0,6.3,18.0,6.0,0.0,-0.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0516,Franchise Outlet 0516,13.0,7.81,13.0,11.57,0.0,3.76,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0517,Franchise Outlet 0517,20.0,9.08,20.0,7.61,0.0,-1.47,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0518,Franchise Outlet 0518,25.0,13.51,25.0,8.17,0.0,-5.34,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0519,Franchise Outlet 0519,23.0,7.95,23.0,3.14,0.0,-4.81,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0520,Franchise Outlet 0520,20.0,10.98,20.0,5.25,0.0,-5.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0521,Franchise Outlet 0521,19.0,7.91,19.0,6.49,0.0,-1.42,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0522,Franchise Outlet 0522,20.0,7.49,20.0,7.82,0.0,0.33,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0523,Franchise Outlet 0523,21.0,3.07,21.0,4.47,0.0,1.4,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0524,Franchise Outlet 0524,12.0,3.04,12.0,7.87,0.0,4.83,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0525,Franchise Outlet 0525,19.0,6.71,19.0,5.27,0.0,-1.44,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0526,Franchise Outlet 0526,24.0,7.45,24.0,9.75,0.0,2.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0527,Franchise Outlet 0527,30.0,10.88,30.0,11.45,0.0,0.57,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0528,Franchise Outlet 0528,18.0,6.97,18.0,10.11,0.0,3.14,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0529,Franchise Outlet 0529,9.0,10.27,9.0,10.17,0.0,-0.1,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0530,Franchise Outlet 0530,12.0,6.35,12.0,7.25,0.0,0.9,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0531,Franchise Outlet 0531,19.0,8.19,19.0,6.9,0.0,-1.29,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0532,Franchise Outlet 0532,15.0,7.18,15.0,10.3,0.0,3.12,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0533,Franchise Outlet 0533,21.0,2.75,21.0,8.98,0.0,6.23,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0534,Franchise Outlet 0534,17.0,7.87,17.0,9.55,0.0,1.68,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0535,Franchise Outlet 0535,14.0,7.64,14.0,7.17,0.0,-0.47,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0536,Franchise Outlet 0536,15.0,8.14,15.0,12.89,0.0,4.75,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0537,Franchise Outlet 0537,16.0,6.55,16.0,11.93,0.0,5.38,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0538,Franchise Outlet 0538,20.0,13.79,20.0,6.03,0.0,-7.76,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0539,Franchise Outlet 0539,15.0,9.0,15.0,5.3,0.0,-3.7,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0540,Franchise Outlet 0540,15.0,5.08,15.0,5.87,0.0,0.79,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0541,Franchise Outlet 0541,23.0,7.43,23.0,6.17,0.0,-1.26,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0542,Franchise Outlet 0542,19.0,5.07,19.0,9.64,0.0,4.57,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0543,Franchise Outlet 0543,17.0,12.38,17.0,7.73,0.0,-4.65,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0544,Franchise Outlet 0544,17.0,3.24,17.0,3.45,0.0,0.21,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0545,Franchise Outlet 0545,13.0,10.13,13.0,2.97,0.0,-7.16,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0546,Franchise Outlet 0546,16.0,5.72,16.0,7.13,0.0,1.41,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0547,Franchise Outlet 0547,15.0,9.84,15.0,7.31,0.0,-2.53,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0548,Franchise Outlet 0548,21.0,7.56,21.0,8.28,0.0,0.72,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0549,Franchise Outlet 0549,14.0,10.39,14.0,10.93,0.0,0.54,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0550,Franchise Outlet 0550,15.0,7.86,15.0,9.09,0.0,1.23,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0551,Franchise Outlet 0551,18.0,9.32,18.0,9.75,0.0,0.43,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0552,Franchise Outlet 0552,20.0,12.34,20.0,12.53,0.0,0.19,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0553,Franchise Outlet 0553,20.0,6.07,20.0,13.71,0.0,7.64,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0554,Franchise Outlet 0554,24.0,9.56,24.0,4.77,0.0,-4.79,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0555,Franchise Outlet 0555,19.0,10.78,19.0,9.75,0.0,-1.03,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0556,Franchise Outlet 0556,24.0,5.75,24.0,6.61,0.0,0.86,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0557,Franchise Outlet 0557,11.0,12.25,11.0,4.78,0.0,-7.47,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0558,Franchise Outlet 0558,18.0,5.46,18.0,9.23,0.0,3.77,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0559,Franchise Outlet 0559,11.0,12.15,11.0,13.58,0.0,1.43,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0560,Franchise Outlet 0560,20.0,10.66,20.0,7.08,0.0,-3.58,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0561,Franchise Outlet 0561,20.0,4.05,20.0,8.62,0.0,4.57,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0562,Franchise Outlet 0562,17.0,6.67,17.0,7.4,0.0,0.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0563,Franchise Outlet 0563,8.0,3.92,8.0,7.82,0.0,3.9,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0564,Franchise Outlet 0564,8.0,9.25,8.0,6.26,0.0,-2.99,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0565,Franchise Outlet 0565,14.0,9.0,14.0,6.35,0.0,-2.65,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0566,Franchise Outlet 0566,22.0,12.13,22.0,14.45,0.0,2.32,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0567,Franchise Outlet 0567,18.0,11.31,18.0,9.73,0.0,-1.58,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0568,Franchise Outlet 0568,26.0,2.3,26.0,6.2,0.0,3.9,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0569,Franchise Outlet 0569,23.0,11.98,23.0,15.24,0.0,3.26,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0570,Franchise Outlet 0570,14.0,8.57,14.0,6.84,0.0,-1.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0571,Franchise Outlet 0571,17.0,6.43,17.0,4.77,0.0,-1.66,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0572,Franchise Outlet 0572,20.0,6.53,20.0,10.26,0.0,3.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0573,Franchise Outlet 0573,20.0,6.16,20.0,6.43,0.0,0.27,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0574,Franchise Outlet 0574,10.0,10.29,10.0,7.22,0.0,-3.07,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
